comparison,table,dataset_id,heldout_batch,metric,population,lhs_method,lhs_dimension,rhs_method,rhs_dimension,lhs_mean,lhs_sd,rhs_mean,rhs_sd,difference,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,valid_batch,status,reason
sclsc30_minus_sclsc16,E2,immune_cell_human,Villani,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,3,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,4,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,1.1102230246251565e-16,1,1.1102230246251565e-16,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,B1,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,fluidigmc1,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop2,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop3,cLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1,0,1,0,0,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,10X,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.51039602422657082,0.064578957442496102,0.46980400938915989,0.038811175732221627,0.040592014837410928,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Oetjen_A,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.45846958030423063,0.053290934799172747,0.47834450499320413,0.08646452565806341,-0.019874924688973505,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Villani,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.4520237774486725,0.023450586228173226,0.44889659264768145,0.022926669734329198,0.0031271848009910563,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,3,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.65168778502582425,0.065182685352053668,0.67858580242710376,0.050229981786684169,-0.026898017401279506,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,4,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.62962907949070179,0.024499867518712505,0.67634779759877994,0.048210058137494315,-0.04671871810807815,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,B1,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.64884617891884167,0.043972061833925824,0.67962191659765225,0.053915243199693853,-0.030775737678810589,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,fluidigmc1,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.35523814096222839,0.061655321574540116,0.3817825381971765,0.029442397979847882,-0.026544397234948114,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop2,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.37726988633426844,0.018554084678413692,0.34555698616665331,0.033695645780857778,0.031712900167615132,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop3,cell_cycle_conservation,joint,sclsc_refonly,30,sclsc_refonly,16,0.33873624680865111,0.0287327005147065,0.34995395830512643,0.044232413106193601,-0.011217711496475324,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,10X,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.99065948990823149,0.00048017163284113816,0.99010557192374338,0.0010495928990863789,0.00055391798448811702,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Oetjen_A,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.98955169369887241,0.0012380486314647336,0.9881110654445513,0.0014172015856854076,0.0014406282543211191,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Villani,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.97740571113239483,0.011692354344713801,0.95763152162946419,0.019421568724084574,0.019774189502930639,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,3,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.96033239395579029,0.052652529690738734,0.96063528750429672,0.051440436502393938,-0.00030289354850643324,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,4,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.95950024119309452,0.052518448707396123,0.94828900582164033,0.049412084690307674,0.011211235371454187,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,B1,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.93660433268226695,0.058193269395814734,0.94795466357219327,0.064749969030374568,-0.011350330889926319,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,fluidigmc1,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.95914192955538591,0.035186438181729299,0.9480359138884964,0.034169427811408096,0.011106015666889513,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop2,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.9561798916807247,0.029086974724578659,0.96766136442382944,0.033655885845431874,-0.011481472743104737,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop3,graph_conn,joint,sclsc_refonly,30,sclsc_refonly,16,0.95479107522285456,0.047825455917367199,0.94800908238011128,0.056107609161589529,0.0067819928427432785,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,10X,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,immune_cell_human,Oetjen_A,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,immune_cell_human,Villani,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,lung_atlas,3,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,lung_atlas,4,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,lung_atlas,B1,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,pancreas,fluidigmc1,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,pancreas,inDrop2,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,pancreas,inDrop3,hvg_overlap,joint,sclsc_refonly,30,sclsc_refonly,16,NA,NA,NA,NA,NA,5,5,0,0,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
sclsc30_minus_sclsc16,E2,immune_cell_human,10X,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,2.0195272999026832,0.083524311216682093,2.0213002296786087,0.12036237410176368,-0.0017729297759254692,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Oetjen_A,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,2.2258835193983812,0.091372088309558258,2.1231579420266127,0.069977873749729691,0.10272557737176857,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,immune_cell_human,Villani,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1.9933219130450133,0.051725378382149322,2.1367699383820522,0.071506783669836427,-0.14344802533703893,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,3,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1.7648765944738252,0.04345888194852373,1.7892067638970961,0.035719617075788468,-0.024330169423270931,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,4,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1.8324513657360673,0.062954641197330227,1.8535824106653493,0.033641518897102055,-0.021131044929282083,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,lung_atlas,B1,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,1.6983136624122153,0.032512529114994151,1.7216767891952962,0.064259118070524202,-0.023363126783080945,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,fluidigmc1,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,2.7504246000087371,0.21797334990894213,2.9402608868893525,0.11025907072502833,-0.18983628688061538,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop2,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,2.8411967331299559,0.18618615441387776,2.9320446089671512,0.15710401342416735,-0.090847875837195335,5,5,5,5,True,computed,
sclsc30_minus_sclsc16,E2,pancreas,inDrop3,iLISI,joint,sclsc_refonly,30,sclsc_refonly,16,3.046988745349609,0.21192553612865178,3.1003641492749803,0.073217517864893972,-0.053375403925371323,5,5,5,5,True,computed,
