comparison,table,metric,population,lhs_mean,rhs_mean,difference,n_datasets_expected,n_datasets_valid,dataset_coverage,included_datasets,valid_datasets,status,n_batches_total,n_batches_expected,n_batches_valid,batch_coverage,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,n_lhs_seeds_paired,n_rhs_seeds_paired,valid_batches,reason
sclsc30_minus_sclsc16,E2,within_label_silhouette__patientGroup,reference,0.26134933403507032,0.26371636635699408,-0.0023670323219237102,1,1,1,lung_atlas,lung_atlas,computed,9,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
sclsc30_minus_sclsc16,E2,within_label_silhouette__sample_ID,joint,-0.011168564922315008,-0.018129859105795967,0.0069612941834809585,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
sclsc30_minus_sclsc16,E2,within_label_silhouette__sample_ID,query,NA,NA,NA,1,0,0,immune_cell_human,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
sclsc30_minus_sclsc16,E2,within_label_silhouette__sample_ID,reference,0.0048193199579242207,-0.0011761820709802198,0.0059955020289044385,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
sclsc30_minus_sclsc16,E2,within_label_silhouette__study,joint,-0.011168564922315008,-0.018129859105795967,0.0069612941834809585,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
sclsc30_minus_sclsc16,E2,within_label_silhouette__study,query,NA,NA,NA,1,0,0,immune_cell_human,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
sclsc30_minus_sclsc16,E2,within_label_silhouette__study,reference,0.0048193199579242207,-0.0011761820709802198,0.0059955020289044385,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
solar30_minus_sclsc30,E1,ARI_cluster/label,joint,0.44051911325347021,0.35346182730336068,0.0870572859501096,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,ASW_label,joint,0.872949692275789,0.94802487558788717,-0.075075183312098198,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,ASW_label/batch,joint,0.83584132951799706,0.74279671887417364,0.093044610643823203,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,NMI_cluster/label,joint,0.77400857068135309,0.75668676986096095,0.017321800820392214,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,PCR_batch,joint,0.77678813236765321,0.78349018782615909,-0.0067020554585056867,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,balanced_accuracy,query,0.83737168749986779,0.84549991815387593,-0.0081282306540080545,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,batchASW,joint,0.83584132951799706,0.74279671887417364,0.093044610643823203,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,cLISI,joint,0.99999999999999967,1,-1.2335811384723962e-16,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,cell_cycle_conservation,joint,0.52697901954257975,0.49136629994666547,0.035612719595914201,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,graph_conn,joint,0.89150998283566496,0.96490741766995736,-0.073397434834292244,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,hvg_overlap,joint,NA,NA,NA,3,0,0,immune_cell_human|lung_atlas|pancreas,,all_na,9,9,0,0,45,45,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
solar30_minus_sclsc30,E1,iLISI,joint,1.7396365247553869,2.2414427148284983,-0.50180619007311156,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,isolated_label_F1,joint,0.69601835106160459,0.69676594418243765,-0.00074759312083300577,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,isolated_label_silhouette,joint,0.50086272373381591,0.50086272373381591,0,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,kBET,joint,0.017346072987255937,0.0046765105735175486,0.012669562413738391,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,labelASW,joint,0.872949692275789,0.94802487558788717,-0.075075183312098198,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,macro_f1,query,0.81096031594404916,0.81486391019656457,-0.0039035942525153839,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_sclsc30,E1,pseudotime_smoothness,joint,0.86099927373630347,0.81813195948143502,0.042867314254868304,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
solar30_minus_sclsc30,E1,pseudotime_smoothness,query,0.9467399622971765,0.933506751733573,0.013233210563603492,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,1,0.33333333333333331,15,15,5,5,5,5,immune_cell_human/Oetjen_A,unpaired_na: lhs: all_na (not_applicable: Original annotated-cell subset has fewer than 16 cells for fixed pseudotime k15); rhs: all_na (not_applicable: Original annotated-cell subset has fewer than 16 cells for fixed pseudotime k15); unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
solar30_minus_sclsc30,E1,pseudotime_smoothness,reference,0.83743470588726898,0.79423408741187773,0.04320061847539125,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
solar30_minus_sclsc30,E1,trajectory,joint,0.61699304996394411,0.43492900535909934,0.18206404460484477,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,2,0.66666666666666663,15,15,15,13,10,10,immune_cell_human/Oetjen_A|immune_cell_human/Villani,"unpaired_na: lhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.); rhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.); unpaired_na: rhs: partial_seeds (computed: Computed by the locked scIB paper backend.; not_applicable: Official scIB 0.2.0 trajectory_conservation is undefined: its canonical start cluster has no cell in the largest connected component, so no root cell can be selected.)"
solar30_minus_sclsc30,E1,trustworthiness,joint,0.91241660569219041,0.90367049820608636,0.0087461074861041235,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,9,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
solar30_minus_sclsc30,E1,trustworthiness,query,0.93630912042737813,0.90311788793248016,0.033191232494898006,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,9,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
solar30_minus_sclsc30,E1,trustworthiness,reference,0.90696711635342886,0.89788630521939039,0.009080811134038488,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,9,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
solar30_minus_sclsc30,E1,within_label_silhouette__donor,joint,-0.10776622786272989,-0.23205896505359244,0.12429273719086255,1,1,1,lung_atlas,lung_atlas,computed,9,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
solar30_minus_sclsc30,E1,within_label_silhouette__donor,query,NA,NA,NA,1,0,0,lung_atlas,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
solar30_minus_sclsc30,E1,within_label_silhouette__donor,reference,-0.10077994098746142,-0.21997419211641853,0.11919425112895711,1,1,1,lung_atlas,lung_atlas,computed,9,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
solar30_minus_sclsc30,E1,within_label_silhouette__patientGroup,joint,0.22893278523133717,0.23143882259103588,-0.0025060373596987227,1,1,1,lung_atlas,lung_atlas,computed,9,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
solar30_minus_sclsc30,E1,within_label_silhouette__patientGroup,query,NA,NA,NA,1,0,0,lung_atlas,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
solar30_minus_sclsc30,E1,within_label_silhouette__patientGroup,reference,0.24346395722739669,0.26134933403507032,-0.01788537680767362,1,1,1,lung_atlas,lung_atlas,computed,9,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
solar30_minus_sclsc30,E1,within_label_silhouette__sample_ID,joint,-0.0023166942194787002,-0.011168564922315008,0.008851870702836306,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
solar30_minus_sclsc30,E1,within_label_silhouette__sample_ID,query,NA,NA,NA,1,0,0,immune_cell_human,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
solar30_minus_sclsc30,E1,within_label_silhouette__sample_ID,reference,-0.0077384331760547006,0.0048193199579242207,-0.012557753133978921,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
solar30_minus_sclsc30,E1,within_label_silhouette__study,joint,-0.0023166942194787002,-0.011168564922315008,0.008851870702836306,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
solar30_minus_sclsc30,E1,within_label_silhouette__study,query,NA,NA,NA,1,0,0,immune_cell_human,,all_na,9,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
solar30_minus_sclsc30,E1,within_label_silhouette__study,reference,-0.0077384331760547006,0.0048193199579242207,-0.012557753133978921,1,1,1,immune_cell_human,immune_cell_human,computed,9,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
solar30_minus_solar128,E2,ARI_cluster/label,joint,0.44051911325347021,0.40444534954048139,0.036073763712988816,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,ASW_label,joint,0.872949692275789,0.86897831360499067,0.0039713786707984049,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,ASW_label/batch,joint,0.83584132951799706,0.84212907267125259,-0.00628774315325568,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,NMI_cluster/label,joint,0.77400857068135309,0.75801839950206096,0.015990171179292283,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,PCR_batch,joint,0.77678813236765321,0.77147088774525108,0.0053172446224022639,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,balanced_accuracy,query,0.83737168749986779,0.83779076539866437,-0.00041907789879644646,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,batchASW,joint,0.83584132951799706,0.84212907267125259,-0.00628774315325568,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,cLISI,joint,0.99999999999999967,0.99999999999999967,3.7007434154171883e-17,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,cell_cycle_conservation,joint,0.52697901954257975,0.53872109901010601,-0.011742079467526286,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,graph_conn,joint,0.89150998283566496,0.88277202487241457,0.0087379579632504492,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,hvg_overlap,joint,NA,NA,NA,3,0,0,immune_cell_human|lung_atlas|pancreas,,all_na,9,9,0,0,45,45,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
solar30_minus_solar128,E2,iLISI,joint,1.7396365247553869,1.267576823123618,0.47205970163176919,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,isolated_label_F1,joint,0.69601835106160459,0.68090432946030088,0.015114021601303698,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,isolated_label_silhouette,joint,0.50086272373381591,0.50086272373381591,0,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,kBET,joint,0.017346072987255937,0.016025816366321079,0.0013202566209348605,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,labelASW,joint,0.872949692275789,0.86897831360499067,0.0039713786707984049,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
solar30_minus_solar128,E2,macro_f1,query,0.81096031594404916,0.81316330428746564,-0.0022029883434164788,3,3,1,immune_cell_human|lung_atlas|pancreas,immune_cell_human|lung_atlas|pancreas,computed,9,9,9,1,45,45,45,45,45,45,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
