comparison,table,metric,population,dataset_id,lhs_mean,rhs_mean,difference,status,n_batches_total,n_batches_expected,n_batches_valid,batch_coverage,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,n_lhs_seeds_paired,n_rhs_seeds_paired,valid_batches,reason
repeated_minus_none128,E3,within_label_silhouette__sample_ID,reference,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__sample_ID,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,joint,immune_cell_human,0.0065310376120887989,0.031944045719136088,-0.025413008107047289,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_none128,E3,within_label_silhouette__study,joint,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,query,immune_cell_human,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
repeated_minus_none128,E3,within_label_silhouette__study,query,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,query,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,reference,immune_cell_human,0.0013548881719251127,0.021768867611597405,-0.02041397943967229,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_none128,E3,within_label_silhouette__study,reference,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_none128,E3,within_label_silhouette__study,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical study panel is defined only for immune_cell_human)
repeated_minus_unique128,E3,ARI_cluster/label,joint,immune_cell_human,0.37131669908309473,0.3599591625312733,0.011357536551821423,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,ARI_cluster/label,joint,lung_atlas,0.50313541618637247,0.48740283716705751,0.01573257901931498,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,ARI_cluster/label,joint,pancreas,0.33888393335197708,0.32380978305478947,0.015074150297187635,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,ASW_label,joint,immune_cell_human,0.84236515760421737,0.81503779888153083,0.027327358722686729,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,ASW_label,joint,lung_atlas,0.85022268096605946,0.82384800712267559,0.026374673843383805,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,ASW_label,joint,pancreas,0.91434710224469506,0.89443369309107468,0.019913409153620387,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,ASW_label/batch,joint,immune_cell_human,0.84475139545494626,0.86590974864707004,-0.021158353192123964,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,ASW_label/batch,joint,lung_atlas,0.81860272704641002,0.85415336244119422,-0.035550635394784091,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,ASW_label/batch,joint,pancreas,0.86303309551240159,0.88333776093528138,-0.020304665422879786,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,NMI_cluster/label,joint,immune_cell_human,0.74775438222674195,0.74225601192291102,0.0054983703038310461,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,NMI_cluster/label,joint,lung_atlas,0.79920980367487326,0.79859485055653889,0.00061495311833444555,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,NMI_cluster/label,joint,pancreas,0.72709101260456721,0.72207334894165065,0.0050176636629164868,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,PCR_batch,joint,immune_cell_human,0.72039673862965825,0.70843893402686087,0.011957804602797384,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,PCR_batch,joint,lung_atlas,0.66818343646327705,0.6183695369437805,0.049813899519496628,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,PCR_batch,joint,pancreas,0.92583248814281782,0.92667739822420347,-0.00084491008138557844,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,balanced_accuracy,query,immune_cell_human,0.80213974591827419,0.79697003870831962,0.0051697072099546881,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,balanced_accuracy,query,lung_atlas,0.87442435271465568,0.87935962937033008,-0.0049352766556742074,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,balanced_accuracy,query,pancreas,0.83680819756306268,0.83860746873677827,-0.0017992711737155516,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,batchASW,joint,immune_cell_human,0.84475139545494626,0.86590974864707004,-0.021158353192123964,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,batchASW,joint,lung_atlas,0.81860272704641002,0.85415336244119422,-0.035550635394784091,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,batchASW,joint,pancreas,0.86303309551240159,0.88333776093528138,-0.020304665422879786,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,cLISI,joint,immune_cell_human,0.99999999999999967,0.99999999999999967,0,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,cLISI,joint,lung_atlas,0.99999999999999967,0.99999999999999967,-3.7007434154171883e-17,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,cLISI,joint,pancreas,1,1,0,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,cell_cycle_conservation,joint,immune_cell_human,0.57320299488718873,0.6418195008585128,-0.068616505971324071,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,cell_cycle_conservation,joint,lung_atlas,0.72565319861179656,0.74452314415865706,-0.018869945546860539,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,cell_cycle_conservation,joint,pancreas,0.31730710353133268,0.3276976544036822,-0.010390550872349469,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,graph_conn,joint,immune_cell_human,0.98672733367352183,0.98784871434271115,-0.0011213806691890982,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,graph_conn,joint,lung_atlas,0.77597160737668081,0.76081671723407729,0.015154890142603628,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,graph_conn,joint,pancreas,0.88561713356704097,0.95005642525761458,-0.064439291690573719,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,hvg_overlap,joint,immune_cell_human,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
repeated_minus_unique128,E3,hvg_overlap,joint,lung_atlas,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
repeated_minus_unique128,E3,hvg_overlap,joint,pancreas,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.)
repeated_minus_unique128,E3,iLISI,joint,immune_cell_human,1.3949616414490933,1.0561293405657757,0.33883230088331778,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,iLISI,joint,lung_atlas,1.0692797330650146,0.78792059728189356,0.28135913578312083,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,iLISI,joint,pancreas,1.3384890948567454,0.67897275345566577,0.65951634140107951,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,isolated_label_F1,joint,immune_cell_human,0.89485090977408477,0.91136775761862854,-0.016516847844543769,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,isolated_label_F1,joint,lung_atlas,0.92294341860245999,0.93220042743906084,-0.0092570088366005967,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,isolated_label_F1,joint,pancreas,0.22491866000435781,0.21196444084841079,0.012954219155947031,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,isolated_label_silhouette,joint,immune_cell_human,0.49309893511235714,0.49309893511235714,0,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,isolated_label_silhouette,joint,lung_atlas,0.5135470861569047,0.5135470861569047,0,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,isolated_label_silhouette,joint,pancreas,0.49594214993218583,0.49594214993218583,0,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,kBET,joint,immune_cell_human,0.031221230971706926,0.031694894524472224,-0.00047366355276529684,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,kBET,joint,lung_atlas,0.010960915659434868,0.0091278220453622199,0.0018330936140726476,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,kBET,joint,pancreas,0.0058953024678214403,0.0052459294903535805,0.00064937297746786018,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,labelASW,joint,immune_cell_human,0.84236515760421737,0.81503779888153083,0.027327358722686729,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,labelASW,joint,lung_atlas,0.85022268096605946,0.82384800712267559,0.026374673843383805,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,labelASW,joint,pancreas,0.91434710224469506,0.89443369309107468,0.019913409153620387,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,macro_f1,query,immune_cell_human,0.76837928934885669,0.76003848891927583,0.0083408004295810381,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,macro_f1,query,lung_atlas,0.83941299642860712,0.83972979840413176,-0.00031680197552445372,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,macro_f1,query,pancreas,0.83169762708493289,0.83884825870704693,-0.0071506316221140453,computed,3,3,3,1,15,15,15,15,15,15,pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,
repeated_minus_unique128,E3,pseudotime_smoothness,joint,immune_cell_human,0.87282526164321672,0.8776794009633333,-0.0048541393201165794,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,pseudotime_smoothness,joint,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,pseudotime_smoothness,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,pseudotime_smoothness,query,immune_cell_human,0.94900647431451435,0.95338474374521254,-0.0043782694306981895,computed,3,3,1,0.33333333333333331,15,15,5,5,5,5,immune_cell_human/Oetjen_A,unpaired_na: lhs: all_na (not_applicable: Original annotated-cell subset has fewer than 16 cells for fixed pseudotime k15); rhs: all_na (not_applicable: Original annotated-cell subset has fewer than 16 cells for fixed pseudotime k15)
repeated_minus_unique128,E3,pseudotime_smoothness,query,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,pseudotime_smoothness,query,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,pseudotime_smoothness,reference,immune_cell_human,0.85176310769155494,0.85679485435504088,-0.0050317466634859738,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,pseudotime_smoothness,reference,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,pseudotime_smoothness,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune); rhs: all_na (not_applicable: Original pseudotime smoothness protocol applies only to Immune)
repeated_minus_unique128,E3,trajectory,joint,immune_cell_human,0.62306401865090622,0.76210065570116825,-0.13903663705026195,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,trajectory,joint,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.); rhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.)
repeated_minus_unique128,E3,trajectory,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.); rhs: all_na (not_applicable: The original AnnData has no obs['dpt_pseudotime'] column.)
repeated_minus_unique128,E3,trustworthiness,joint,immune_cell_human,0.91825133629530475,0.9421005461677171,-0.023849209872412236,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,trustworthiness,joint,lung_atlas,0.94677229193389467,0.95905959932828921,-0.012287307394394542,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,trustworthiness,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
repeated_minus_unique128,E3,trustworthiness,query,immune_cell_human,0.94760155464416351,0.95217475796779372,-0.0045732033236300556,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,trustworthiness,query,lung_atlas,0.93348290722864891,0.94242529405316855,-0.0089423868245197546,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,trustworthiness,query,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
repeated_minus_unique128,E3,trustworthiness,reference,immune_cell_human,0.91122127501099881,0.93604885802985516,-0.024827583018856274,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,trustworthiness,reference,lung_atlas,0.94483052119544675,0.9577307502215282,-0.012900229026081567,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,trustworthiness,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung); rhs: all_na (not_applicable: Protocol restricts cached-source trustworthiness to Immune and Lung)
repeated_minus_unique128,E3,within_label_silhouette__donor,joint,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__donor,joint,lung_atlas,-0.095477507042296919,-0.04726562184305283,-0.048211885199244096,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,within_label_silhouette__donor,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__donor,query,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__donor,query,lung_atlas,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
repeated_minus_unique128,E3,within_label_silhouette__donor,query,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__donor,reference,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__donor,reference,lung_atlas,-0.088679489397140779,-0.04099847884744199,-0.047681010549698789,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,within_label_silhouette__donor,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical donor panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,joint,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,joint,lung_atlas,0.23611229738843895,0.21898761682999571,0.017124680558443229,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,query,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,query,lung_atlas,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,query,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,reference,immune_cell_human,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,reference,lung_atlas,0.24992904411748962,0.23168857541557095,0.018240468701918661,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,
repeated_minus_unique128,E3,within_label_silhouette__patientGroup,reference,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas); rhs: all_na (not_applicable: Historical patientGroup panel is defined only for lung_atlas)
repeated_minus_unique128,E3,within_label_silhouette__sample_ID,joint,immune_cell_human,0.0065310376120887989,0.037190092584106986,-0.030659054972018183,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,
repeated_minus_unique128,E3,within_label_silhouette__sample_ID,joint,lung_atlas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
repeated_minus_unique128,E3,within_label_silhouette__sample_ID,joint,pancreas,NA,NA,NA,all_na,3,0,0,NA,0,0,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human); rhs: all_na (not_applicable: Historical sample_ID panel is defined only for immune_cell_human)
repeated_minus_unique128,E3,within_label_silhouette__sample_ID,query,immune_cell_human,NA,NA,NA,all_na,3,3,0,0,15,15,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette); rhs: all_na (not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette)
