comparison,table,dataset_id,heldout_batch,metric,population,lhs_method,lhs_dimension,rhs_method,rhs_dimension,lhs_mean,lhs_sd,rhs_mean,rhs_sd,difference,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,valid_batch,status,reason
repeated_minus_none128,E3,immune_cell_human,10X,iLISI,joint,solar_orthogonal,128,solar_none,128,1.2818353505205655,0.069573587944345844,1.036417506559111,0.0139523740494179,0.2454178439614545,5,5,5,5,True,computed,
repeated_minus_none128,E3,immune_cell_human,Oetjen_A,iLISI,joint,solar_orthogonal,128,solar_none,128,1.4218334350829889,0.067489662809688322,1.1579627541940745,0.037105385112297586,0.26387068088891441,5,5,5,5,True,computed,
repeated_minus_none128,E3,immune_cell_human,Villani,iLISI,joint,solar_orthogonal,128,solar_none,128,1.4812161387437262,0.065576371682695589,1.1591425691455979,0.020282884082055488,0.32207356959812827,5,5,5,5,True,computed,
repeated_minus_none128,E3,lung_atlas,3,iLISI,joint,solar_orthogonal,128,solar_none,128,1.0923083822224964,0.037151121500618743,0.81389245426178858,0.030485411583472309,0.2784159279607078,5,5,5,5,True,computed,
repeated_minus_none128,E3,lung_atlas,4,iLISI,joint,solar_orthogonal,128,solar_none,128,1.0925086549921281,0.055634910715037948,0.90827609268736609,0.026929874332706799,0.18423256230476204,5,5,5,5,True,computed,
repeated_minus_none128,E3,lung_atlas,B1,iLISI,joint,solar_orthogonal,128,solar_none,128,1.0230221619804187,0.049691050422478053,0.75463373457478222,0.039713502195224515,0.26838842740563651,5,5,5,5,True,computed,
repeated_minus_none128,E3,pancreas,fluidigmc1,iLISI,joint,solar_orthogonal,128,solar_none,128,1.4243451071664683,0.10066749530294007,0.68296525730323554,0.0655035600635855,0.7413798498632328,5,5,5,5,True,computed,
repeated_minus_none128,E3,pancreas,inDrop2,iLISI,joint,solar_orthogonal,128,solar_none,128,1.3045054643701781,0.080347069504972793,0.72200055198418212,0.097286777573078714,0.582504912385996,5,5,5,5,True,computed,
repeated_minus_none128,E3,pancreas,inDrop3,iLISI,joint,solar_orthogonal,128,solar_none,128,1.2866167130335895,0.062899429530536996,0.74831620416046352,0.079869672993448118,0.53830050887312597,5,5,5,5,True,computed,
repeated_minus_none128,E3,immune_cell_human,10X,isolated_label_F1,joint,solar_orthogonal,128,solar_none,128,0.89143837587285335,0.042154276578361169,0.92115550243531885,0.013172503794445322,-0.029717126562465501,5,5,5,5,True,computed,
repeated_minus_none128,E3,immune_cell_human,Oetjen_A,isolated_label_F1,joint,solar_orthogonal,128,solar_none,128,0.88348334165931564,0.058721187523621758,0.89867834120681156,0.01413501764743986,-0.015194999547495924,5,5,5,5,True,computed,
