comparison,table,metric,population,lhs_mean,rhs_mean,difference,n_datasets_expected,n_datasets_valid,dataset_coverage,included_datasets,valid_datasets,status,n_batches_total,n_batches_expected,n_batches_valid,batch_coverage,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,n_lhs_seeds_paired,n_rhs_seeds_paired,valid_batches,reason,excluded_dataset
sclsc30_minus_sclsc16,E2,batchASW,joint,0.74437598302453178,0.73629480238884293,0.0080811806356889861,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,cLISI,joint,1,1,0,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,cLISI,joint,1,1,0,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,cLISI,joint,1,1,0,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,cell_cycle_conservation,joint,0.50023455292341934,0.51864149988208208,-0.018406946958662761,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,cell_cycle_conservation,joint,0.41535560934743698,0.41238976494983365,0.0029658443976033622,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,cell_cycle_conservation,joint,0.55850873756914021,0.57193343727559698,-0.013424699706456628,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,graph_conn,joint,0.95442497738168619,0.95343088626509465,0.00099409111659158134,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,graph_conn,joint,0.9712882985330773,0.96659241994836609,0.0046958785847113216,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,graph_conn,joint,0.96900897709510847,0.96545451931598159,0.003554457779126885,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,hvg_overlap,joint,NA,NA,NA,2,0,0,lung_atlas|pancreas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),immune_cell_human
sclsc30_minus_sclsc16,E2,hvg_overlap,joint,NA,NA,NA,2,0,0,immune_cell_human|pancreas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),lung_atlas
sclsc30_minus_sclsc16,E2,hvg_overlap,joint,NA,NA,NA,2,0,0,immune_cell_human|lung_atlas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),pancreas
sclsc30_minus_sclsc16,E2,iLISI,joint,2.3223752835184017,2.3895226014815374,-0.067147317963136,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,iLISI,joint,2.4795571351390633,2.5423162925364595,-0.062759157397396306,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,iLISI,joint,1.9223957258280309,1.9409490123075024,-0.018553286479471631,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,isolated_label_F1,joint,0.56343146935457322,0.55092425022921121,0.012507219125361957,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,isolated_label_F1,joint,0.55471138468754622,0.54139970613956001,0.013311678547986188,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,isolated_label_F1,joint,0.9721549785051935,0.96939090424004815,0.0027640742651452443,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,isolated_label_silhouette,joint,0.50474461804454529,0.50474461214616895,5.8983762873943135e-09,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,isolated_label_silhouette,joint,0.49452054252227151,0.49452053662389517,5.8983762873943135e-09,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,isolated_label_silhouette,joint,0.50332301063463092,0.50332301063463092,0,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,kBET,joint,0.0010349793946790482,0.0012860107409092434,-0.00025103134623019521,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,kBET,joint,0.0056378824737976429,0.0054126031760573,0.00022527929774034268,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,5,0.83333333333333337,30,30,30,30,25,25,immune_cell_human/10X|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,"unpaired_na: rhs: noncomparable_implementation (computed: Computed by the locked scIB paper backend.; computed: Computed by the researcher-approved Python fallback after the locked legacy kBET worker failed.; HISTORICAL NON-EQUIVALENT FALLBACK: {""alpha"": 0.05, ""comparability_warning"": ""scib-metrics kbet_per_label is a Python approximation with an acceptance-rate statistic; it is not numerically equivalent to scIB 0.2.0 plus R kBET average.pval. The value is used directly with higher meaning better mixing."", ""diffusion_n_comps"": 100, ""fallback"": true, ""fallback_policy"": ""on_legacy_failure"", ""metric_backend"": ""scib_metrics_python_0_5_10"", ""n_jobs"": 1, ""n_neighbors"": 50, ""per_label"": [{""cluster"": ""CD10+ B cells"", ""kBET"": 0.5700483091787439}, {""cluster"": ""CD14+ Monocytes"", ""kBET"": 0.20922697114642802}, {""cluster"": ""CD16+ Monocytes"", ""kBET"": 0.33433734939759036}, {""cluster"": ""CD20+ B cells"", ""kBET"": 0.24155934563174383}, {""cluster"": ""CD4+ T cells"", ""kBET"": 0.07098653076083}, {""cluster"": ""CD8+ T cells"", ""kBET"": 0.3408463661453542}, {""cluster"": ""Erythrocytes"", ""kBET"": 0.5089940039973351}, {""cluster"": ""Erythroid progenitors"", ""kBET"": 0.08830022075055188}, {""cluster"": ""HSPCs"", ""kBET"": 0.5680851063829787}, {""cluster"": ""Megakaryocyte progenitors"", ""kBET"": 0.41044776119402987}, {""cluster"": ""Monocyte progenitors"", ""kBET"": 0.19617224880382775}, {""cluster"": ""Monocyte-derived dendritic cells"", ""kBET"": 0.019782393669634024}, {""cluster"": ""NK cells"", ""kBET"": 0.40962800875273525}, {""cluster"": ""NKT cells"", ""kBET"": 0.22511935365405802}, {""cluster"": ""Plasma cells"", ""kBET"": 0.5348837209302325}, {""cluster"": ""Plasmacytoid dendritic cells"", ""kBET"": 0.07339449541284404}], ""primary_backend"": ""paper_scib_0_2_0"", ""primary_error"": ""exited with code 1: ValueError: could not find 68 nearest neighbors in 16diffusion steps.\n Please increase max_iterations or reduce k.\n"", ""python_package"": {""name"": ""scib-metrics"", ""version"": ""0.5.10""}, ""random_state"": 0})",lung_atlas
sclsc30_minus_sclsc16,E2,kBET,joint,0.0054052599185088366,0.0050749294679862233,0.00033033045052261356,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,5,0.83333333333333337,30,30,30,30,25,25,immune_cell_human/10X|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,"unpaired_na: rhs: noncomparable_implementation (computed: Computed by the locked scIB paper backend.; computed: Computed by the researcher-approved Python fallback after the locked legacy kBET worker failed.; HISTORICAL NON-EQUIVALENT FALLBACK: {""alpha"": 0.05, ""comparability_warning"": ""scib-metrics kbet_per_label is a Python approximation with an acceptance-rate statistic; it is not numerically equivalent to scIB 0.2.0 plus R kBET average.pval. The value is used directly with higher meaning better mixing."", ""diffusion_n_comps"": 100, ""fallback"": true, ""fallback_policy"": ""on_legacy_failure"", ""metric_backend"": ""scib_metrics_python_0_5_10"", ""n_jobs"": 1, ""n_neighbors"": 50, ""per_label"": [{""cluster"": ""CD10+ B cells"", ""kBET"": 0.5700483091787439}, {""cluster"": ""CD14+ Monocytes"", ""kBET"": 0.20922697114642802}, {""cluster"": ""CD16+ Monocytes"", ""kBET"": 0.33433734939759036}, {""cluster"": ""CD20+ B cells"", ""kBET"": 0.24155934563174383}, {""cluster"": ""CD4+ T cells"", ""kBET"": 0.07098653076083}, {""cluster"": ""CD8+ T cells"", ""kBET"": 0.3408463661453542}, {""cluster"": ""Erythrocytes"", ""kBET"": 0.5089940039973351}, {""cluster"": ""Erythroid progenitors"", ""kBET"": 0.08830022075055188}, {""cluster"": ""HSPCs"", ""kBET"": 0.5680851063829787}, {""cluster"": ""Megakaryocyte progenitors"", ""kBET"": 0.41044776119402987}, {""cluster"": ""Monocyte progenitors"", ""kBET"": 0.19617224880382775}, {""cluster"": ""Monocyte-derived dendritic cells"", ""kBET"": 0.019782393669634024}, {""cluster"": ""NK cells"", ""kBET"": 0.40962800875273525}, {""cluster"": ""NKT cells"", ""kBET"": 0.22511935365405802}, {""cluster"": ""Plasma cells"", ""kBET"": 0.5348837209302325}, {""cluster"": ""Plasmacytoid dendritic cells"", ""kBET"": 0.07339449541284404}], ""primary_backend"": ""paper_scib_0_2_0"", ""primary_error"": ""exited with code 1: ValueError: could not find 68 nearest neighbors in 16diffusion steps.\n Please increase max_iterations or reduce k.\n"", ""python_package"": {""name"": ""scib-metrics"", ""version"": ""0.5.10""}, ""random_state"": 0})",pancreas
sclsc30_minus_sclsc16,E2,labelASW,joint,0.95408242146174105,0.95565898418426509,-0.0015765627225240071,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,labelASW,joint,0.94553279578685756,0.94745151897271473,-0.001918723185857137,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,labelASW,joint,0.94445940951506291,0.94570649166901899,-0.0012470821539560806,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,macro_f1,query,0.8240998738998242,0.83160008318713285,-0.0075002092873087123,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,macro_f1,query,0.82467516623492521,0.82846183079883051,-0.0037866645639052692,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,macro_f1,query,0.79581669045494408,0.80184988343560071,-0.0060331929806565392,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,trustworthiness,joint,0.92266494587275927,0.92053352332087812,0.0021314225518810348,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
sclsc30_minus_sclsc16,E2,trustworthiness,joint,0.88467605053941334,0.88483181925777199,-0.00015576871835865091,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
sclsc30_minus_sclsc16,E2,trustworthiness,query,0.89266840463547137,0.89247258387588158,0.00019582075958986719,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
sclsc30_minus_sclsc16,E2,trustworthiness,query,0.91356737122948883,0.91260415532477868,0.00096321590471012042,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
sclsc30_minus_sclsc16,E2,trustworthiness,reference,0.92315245093847409,0.92078374187471734,0.0023687090637566723,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
sclsc30_minus_sclsc16,E2,trustworthiness,reference,0.87262015950030669,0.87288455895748518,-0.00026439945717841401,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
solar30_minus_sclsc30,E1,ARI_cluster/label,joint,0.46063132646575877,0.3878960278636312,0.072735298602127477,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,ARI_cluster/label,joint,0.3919441533327398,0.27376146191020734,0.11818269142253249,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,ARI_cluster/label,joint,0.46898185996191211,0.39872799213624333,0.070253867825668823,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,ASW_label,joint,0.88566413621107742,0.95408242146174105,-0.068418285250663763,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,ASW_label,joint,0.8831414560476939,0.94553279578685756,-0.062391339739163741,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,ASW_label,joint,0.85004348456859591,0.94445940951506291,-0.094415924946467097,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,ASW_label/batch,joint,0.83299253566401799,0.73200509535503333,0.10098744030898457,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,ASW_label/batch,joint,0.84849740649414895,0.75200907824295582,0.096488328251192967,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,ASW_label/batch,joint,0.82603404639582401,0.74437598302453178,0.081658063371292083,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,NMI_cluster/label,joint,0.77933548334942093,0.76801220721776509,0.011323276131655789,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,NMI_cluster/label,joint,0.75474158848145434,0.71584120371446303,0.038900384766991383,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,NMI_cluster/label,joint,0.78794864021318411,0.78620689865065474,0.0017417415625294672,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,PCR_batch,joint,0.80101457153917988,0.82977698002938993,-0.028762408490209963,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,PCR_batch,joint,0.8276645738389905,0.81250610637474752,0.015158467464243061,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,PCR_batch,joint,0.70168525172478935,0.70818747707433971,-0.0065022253495501565,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,balanced_accuracy,query,0.85745170632780987,0.85623032789454212,0.0012213784332678239,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,balanced_accuracy,query,0.82059225333763042,0.84171907435855742,-0.021126821020926927,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,balanced_accuracy,query,0.83407110283416319,0.83855035220852825,-0.0044792493743650574,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,batchASW,joint,0.83299253566401799,0.73200509535503333,0.10098744030898457,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,batchASW,joint,0.84849740649414895,0.75200907824295582,0.096488328251192967,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,batchASW,joint,0.82603404639582401,0.74437598302453178,0.081658063371292083,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,cLISI,joint,0.99999999999999978,1,-1.295260195396016e-16,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,cLISI,joint,0.99999999999999978,1,-5.5511151231257827e-17,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,cLISI,joint,0.99999999999999967,1,-1.8503717077085943e-16,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
solar30_minus_sclsc30,E1,cell_cycle_conservation,joint,0.51007697784464667,0.50023455292341934,0.0098424249212273676,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
solar30_minus_sclsc30,E1,cell_cycle_conservation,joint,0.43787550448442514,0.41535560934743698,0.022519895136988145,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
solar30_minus_sclsc30,E1,cell_cycle_conservation,joint,0.63298457629866745,0.55850873756914021,0.074475838729527108,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
