comparison,table,metric,population,lhs_mean,rhs_mean,difference,n_datasets_expected,n_datasets_valid,dataset_coverage,included_datasets,valid_datasets,status,n_batches_total,n_batches_expected,n_batches_valid,batch_coverage,n_lhs_seeds_expected,n_rhs_seeds_expected,n_lhs_seeds_finite,n_rhs_seeds_finite,n_lhs_seeds_paired,n_rhs_seeds_paired,valid_batches,reason,excluded_dataset
repeated_minus_unique128,E3,ARI_cluster/label,joint,0.35510031621753591,0.34188447279303136,0.01321584342450453,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,ARI_cluster/label,joint,0.4372260576347336,0.42368099984916541,0.013545057785568202,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,ASW_label,joint,0.88228489160537726,0.85914085010687513,0.023144041498502098,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,ASW_label,joint,0.87835612992445633,0.85473574598630275,0.023620383938153557,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,ASW_label,joint,0.84629391928513853,0.81944290300210321,0.026851016283035267,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,ASW_label/batch,joint,0.84081791127940586,0.8687455616882378,-0.027927650408831939,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,ASW_label/batch,joint,0.85389224548367393,0.87462375479117582,-0.020731509307501873,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,ASW_label/batch,joint,0.83167706125067808,0.86003155554413224,-0.028354494293454026,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,NMI_cluster/label,joint,0.76315040813972024,0.76033409974909483,0.002816308390625466,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,NMI_cluster/label,joint,0.73742269741565469,0.73216468043228078,0.0052580169833737669,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,NMI_cluster/label,joint,0.77348209295080772,0.77042543123972496,0.0030566617110827457,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,PCR_batch,joint,0.79700796230304749,0.77252346758399204,0.024484494719055526,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,PCR_batch,joint,0.82311461338623804,0.81755816612553212,0.005556447260705903,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,PCR_batch,joint,0.6942900875464677,0.66340423548532068,0.030885852061147006,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,balanced_accuracy,query,0.85561627513885929,0.85898354905355423,-0.0033672739146948794,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,balanced_accuracy,query,0.81947397174066849,0.817788753722549,0.0016852180181195684,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,balanced_accuracy,query,0.83828204931646511,0.83816483403932485,0.00011721527714024038,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,batchASW,joint,0.84081791127940586,0.8687455616882378,-0.027927650408831939,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,batchASW,joint,0.85389224548367393,0.87462375479117582,-0.020731509307501873,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,batchASW,joint,0.83167706125067808,0.86003155554413224,-0.028354494293454026,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,cLISI,joint,0.99999999999999978,0.99999999999999978,-1.8503717077085941e-17,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,cLISI,joint,0.99999999999999978,0.99999999999999978,0,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,cLISI,joint,0.99999999999999967,0.99999999999999967,-1.8503717077085941e-17,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,cell_cycle_conservation,joint,0.52148015107156465,0.53611039928116966,-0.014630248209605004,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,cell_cycle_conservation,joint,0.44525504920926073,0.48475857763109753,-0.03950352842183677,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,cell_cycle_conservation,joint,0.64942809674949264,0.69317132250858493,-0.043743225759092307,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,graph_conn,joint,0.830794370471861,0.85543657124584593,-0.024642200773985046,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,graph_conn,joint,0.93617223362028146,0.96895256980016287,-0.032780336179881409,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,graph_conn,joint,0.88134947052510149,0.87433271578839422,0.0070167547367072647,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,hvg_overlap,joint,NA,NA,NA,2,0,0,lung_atlas|pancreas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),immune_cell_human
repeated_minus_unique128,E3,hvg_overlap,joint,NA,NA,NA,2,0,0,immune_cell_human|pancreas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),lung_atlas
repeated_minus_unique128,E3,hvg_overlap,joint,NA,NA,NA,2,0,0,immune_cell_human|lung_atlas,,all_na,6,6,0,0,30,30,0,0,0,0,,unpaired_na: lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),pancreas
repeated_minus_unique128,E3,iLISI,joint,1.20388441396088,0.73344667536877961,0.47043773859210014,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,iLISI,joint,1.3667253681529195,0.86755104701072072,0.49917432114219862,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,iLISI,joint,1.232120687257054,0.92202496892383468,0.31009571833321931,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,isolated_label_F1,joint,0.57393103930340905,0.57208243414373572,0.001848605159673217,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,isolated_label_F1,joint,0.55988478488922133,0.56166609923351962,-0.0017813143442983693,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,isolated_label_F1,joint,0.90889716418827249,0.92178409252884452,-0.012886928340572184,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,isolated_label_silhouette,joint,0.50474461804454529,0.50474461804454529,0,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,isolated_label_silhouette,joint,0.49452054252227151,0.49452054252227151,0,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,isolated_label_silhouette,joint,0.50332301063463092,0.50332301063463092,0,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,kBET,joint,0.0084281090636281544,0.0071868757678578993,0.0012412332957702538,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,kBET,joint,0.018558266719764183,0.018470412007412902,8.785471235128167e-05,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,kBET,joint,0.021091073315570898,0.020411358284917223,0.00067971503065367535,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,labelASW,joint,0.88228489160537726,0.85914085010687513,0.023144041498502098,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,labelASW,joint,0.87835612992445633,0.85473574598630275,0.023620383938153557,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,labelASW,joint,0.84629391928513853,0.81944290300210321,0.026851016283035267,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,macro_f1,query,0.83555531175677,0.8392890285555894,-0.0037337167988192497,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
repeated_minus_unique128,E3,macro_f1,query,0.80003845821689479,0.79944337381316122,0.00059508440373349635,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
repeated_minus_unique128,E3,macro_f1,query,0.8038961428887319,0.79988414366170368,0.0040119992270282925,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
repeated_minus_unique128,E3,trustworthiness,joint,0.94677229193389467,0.95905959932828921,-0.012287307394394542,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
repeated_minus_unique128,E3,trustworthiness,joint,0.91825133629530475,0.9421005461677171,-0.023849209872412236,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
repeated_minus_unique128,E3,trustworthiness,query,0.93348290722864891,0.94242529405316855,-0.0089423868245197546,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
repeated_minus_unique128,E3,trustworthiness,query,0.94760155464416362,0.95217475796779372,-0.0045732033236300556,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
repeated_minus_unique128,E3,trustworthiness,reference,0.94483052119544675,0.9577307502215282,-0.012900229026081567,1,1,1,lung_atlas,lung_atlas,computed,3,3,3,1,15,15,15,15,15,15,lung_atlas/3|lung_atlas/4|lung_atlas/B1,,immune_cell_human
repeated_minus_unique128,E3,trustworthiness,reference,0.91122127501099881,0.93604885802985516,-0.024827583018856274,1,1,1,immune_cell_human,immune_cell_human,computed,3,3,3,1,15,15,15,15,15,15,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani,,lung_atlas
sclsc30_minus_sclsc16,E2,ARI_cluster/label,joint,0.3878960278636312,0.38041139586645151,0.007484631997179734,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,ARI_cluster/label,joint,0.27376146191020734,0.27737772709754704,-0.0036162651873397115,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,ARI_cluster/label,joint,0.39872799213624333,0.39351459638937147,0.0052133957468717875,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,ASW_label,joint,0.95408242146174105,0.95565898418426509,-0.0015765627225240071,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,ASW_label,joint,0.94553279578685756,0.94745151897271473,-0.001918723185857137,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,ASW_label,joint,0.94445940951506291,0.94570649166901899,-0.0012470821539560806,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,ASW_label/batch,joint,0.73200509535503333,0.73022276691768084,0.0017823284373525241,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,ASW_label/batch,joint,0.75200907824295582,0.74932169579724883,0.0026873824457070801,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,ASW_label/batch,joint,0.74437598302453178,0.73629480238884293,0.0080811806356889861,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,NMI_cluster/label,joint,0.76801220721776509,0.76635690144375723,0.0016553057740079091,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,NMI_cluster/label,joint,0.71584120371446303,0.7173807609780315,-0.0015395572635685066,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,NMI_cluster/label,joint,0.78620689865065474,0.7846981021060786,0.0015087965445760854,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,PCR_batch,joint,0.82977698002938993,0.82388294065122936,0.005894039378160576,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,PCR_batch,joint,0.81250610637474752,0.8238986282227172,-0.011392521847969758,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,PCR_batch,joint,0.70818747707433971,0.71402586195961448,-0.0058383848852749205,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,balanced_accuracy,query,0.85623032789454212,0.86578472582000443,-0.0095543979254624576,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,balanced_accuracy,query,0.84171907435855742,0.84906542013846065,-0.0073463457799034142,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
sclsc30_minus_sclsc16,E2,balanced_accuracy,query,0.83855035220852825,0.84292134615477743,-0.0043709939462492544,2,2,1,immune_cell_human|lung_atlas,immune_cell_human|lung_atlas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|lung_atlas/3|lung_atlas/4|lung_atlas/B1,,pancreas
sclsc30_minus_sclsc16,E2,batchASW,joint,0.73200509535503333,0.73022276691768084,0.0017823284373525241,2,2,1,lung_atlas|pancreas,lung_atlas|pancreas,computed,6,6,6,1,30,30,30,30,30,30,lung_atlas/3|lung_atlas/4|lung_atlas/B1|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,immune_cell_human
sclsc30_minus_sclsc16,E2,batchASW,joint,0.75200907824295582,0.74932169579724883,0.0026873824457070801,2,2,1,immune_cell_human|pancreas,immune_cell_human|pancreas,computed,6,6,6,1,30,30,30,30,30,30,immune_cell_human/10X|immune_cell_human/Oetjen_A|immune_cell_human/Villani|pancreas/fluidigmc1|pancreas/inDrop2|pancreas/inDrop3,,lung_atlas
