method,dimension,dataset_id,heldout_batch,metric,population,mean,sd,sd_status,n_seeds_expected,n_seeds_present,n_seeds_finite,n_seeds_comparable,numeric_seed_coverage,seed_coverage,source_statuses,status,reason,run_ids,block
sclsc_refonly,30,immune_cell_human,10X,within_label_silhouette__sample_ID,reference,0.0066713191136860001,0.010800162196571561,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=10; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__10X__s40|sclsc30__immune_cell_human__10X__s41|sclsc30__immune_cell_human__10X__s42|sclsc30__immune_cell_human__10X__s43|sclsc30__immune_cell_human__10X__s44,common30
sclsc_refonly,30,immune_cell_human,Oetjen_A,within_label_silhouette__sample_ID,reference,-0.016520346606016138,0.013215673718426761,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Oetjen_A__s40|sclsc30__immune_cell_human__Oetjen_A__s41|sclsc30__immune_cell_human__Oetjen_A__s42|sclsc30__immune_cell_human__Oetjen_A__s43|sclsc30__immune_cell_human__Oetjen_A__s44,common30
sclsc_refonly,30,immune_cell_human,Villani,within_label_silhouette__sample_ID,reference,0.0243069873661028,0.023191883371844097,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Villani__s40|sclsc30__immune_cell_human__Villani__s41|sclsc30__immune_cell_human__Villani__s42|sclsc30__immune_cell_human__Villani__s43|sclsc30__immune_cell_human__Villani__s44,common30
sclsc_refonly,30,lung_atlas,3,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__lung_atlas__3__s40|sclsc30__lung_atlas__3__s41|sclsc30__lung_atlas__3__s42|sclsc30__lung_atlas__3__s43|sclsc30__lung_atlas__3__s44,common30
sclsc_refonly,30,lung_atlas,4,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__lung_atlas__4__s40|sclsc30__lung_atlas__4__s41|sclsc30__lung_atlas__4__s42|sclsc30__lung_atlas__4__s43|sclsc30__lung_atlas__4__s44,common30
sclsc_refonly,30,lung_atlas,B1,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__lung_atlas__B1__s40|sclsc30__lung_atlas__B1__s41|sclsc30__lung_atlas__B1__s42|sclsc30__lung_atlas__B1__s43|sclsc30__lung_atlas__B1__s44,common30
sclsc_refonly,30,pancreas,fluidigmc1,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__pancreas__fluidigmc1__s40|sclsc30__pancreas__fluidigmc1__s41|sclsc30__pancreas__fluidigmc1__s42|sclsc30__pancreas__fluidigmc1__s43|sclsc30__pancreas__fluidigmc1__s44,common30
sclsc_refonly,30,pancreas,inDrop2,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop2__s40|sclsc30__pancreas__inDrop2__s41|sclsc30__pancreas__inDrop2__s42|sclsc30__pancreas__inDrop2__s43|sclsc30__pancreas__inDrop2__s44,common30
sclsc_refonly,30,pancreas,inDrop3,within_label_silhouette__sample_ID,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical sample_ID panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop3__s40|sclsc30__pancreas__inDrop3__s41|sclsc30__pancreas__inDrop3__s42|sclsc30__pancreas__inDrop3__s43|sclsc30__pancreas__inDrop3__s44,common30
sclsc_refonly,30,immune_cell_human,10X,within_label_silhouette__study,joint,-0.016166193296377921,0.012978382066276935,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__10X__s40|sclsc30__immune_cell_human__10X__s41|sclsc30__immune_cell_human__10X__s42|sclsc30__immune_cell_human__10X__s43|sclsc30__immune_cell_human__10X__s44,common30
sclsc_refonly,30,immune_cell_human,Oetjen_A,within_label_silhouette__study,joint,-0.04838366337129376,0.014580268496893395,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Oetjen_A__s40|sclsc30__immune_cell_human__Oetjen_A__s41|sclsc30__immune_cell_human__Oetjen_A__s42|sclsc30__immune_cell_human__Oetjen_A__s43|sclsc30__immune_cell_human__Oetjen_A__s44,common30
sclsc_refonly,30,immune_cell_human,Villani,within_label_silhouette__study,joint,0.031044161900726657,0.024114023939399386,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Villani__s40|sclsc30__immune_cell_human__Villani__s41|sclsc30__immune_cell_human__Villani__s42|sclsc30__immune_cell_human__Villani__s43|sclsc30__immune_cell_human__Villani__s44,common30
sclsc_refonly,30,lung_atlas,3,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__3__s40|sclsc30__lung_atlas__3__s41|sclsc30__lung_atlas__3__s42|sclsc30__lung_atlas__3__s43|sclsc30__lung_atlas__3__s44,common30
sclsc_refonly,30,lung_atlas,4,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__4__s40|sclsc30__lung_atlas__4__s41|sclsc30__lung_atlas__4__s42|sclsc30__lung_atlas__4__s43|sclsc30__lung_atlas__4__s44,common30
sclsc_refonly,30,lung_atlas,B1,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__B1__s40|sclsc30__lung_atlas__B1__s41|sclsc30__lung_atlas__B1__s42|sclsc30__lung_atlas__B1__s43|sclsc30__lung_atlas__B1__s44,common30
sclsc_refonly,30,pancreas,fluidigmc1,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__fluidigmc1__s40|sclsc30__pancreas__fluidigmc1__s41|sclsc30__pancreas__fluidigmc1__s42|sclsc30__pancreas__fluidigmc1__s43|sclsc30__pancreas__fluidigmc1__s44,common30
sclsc_refonly,30,pancreas,inDrop2,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop2__s40|sclsc30__pancreas__inDrop2__s41|sclsc30__pancreas__inDrop2__s42|sclsc30__pancreas__inDrop2__s43|sclsc30__pancreas__inDrop2__s44,common30
sclsc_refonly,30,pancreas,inDrop3,within_label_silhouette__study,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop3__s40|sclsc30__pancreas__inDrop3__s41|sclsc30__pancreas__inDrop3__s42|sclsc30__pancreas__inDrop3__s43|sclsc30__pancreas__inDrop3__s44,common30
sclsc_refonly,30,immune_cell_human,10X,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette,sclsc30__immune_cell_human__10X__s40|sclsc30__immune_cell_human__10X__s41|sclsc30__immune_cell_human__10X__s42|sclsc30__immune_cell_human__10X__s43|sclsc30__immune_cell_human__10X__s44,common30
sclsc_refonly,30,immune_cell_human,Oetjen_A,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette,sclsc30__immune_cell_human__Oetjen_A__s40|sclsc30__immune_cell_human__Oetjen_A__s41|sclsc30__immune_cell_human__Oetjen_A__s42|sclsc30__immune_cell_human__Oetjen_A__s43|sclsc30__immune_cell_human__Oetjen_A__s44,common30
sclsc_refonly,30,immune_cell_human,Villani,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: No cell type has at least 10 cells and a mathematically valid multi-group silhouette,sclsc30__immune_cell_human__Villani__s40|sclsc30__immune_cell_human__Villani__s41|sclsc30__immune_cell_human__Villani__s42|sclsc30__immune_cell_human__Villani__s43|sclsc30__immune_cell_human__Villani__s44,common30
sclsc_refonly,30,lung_atlas,3,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__3__s40|sclsc30__lung_atlas__3__s41|sclsc30__lung_atlas__3__s42|sclsc30__lung_atlas__3__s43|sclsc30__lung_atlas__3__s44,common30
sclsc_refonly,30,lung_atlas,4,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__4__s40|sclsc30__lung_atlas__4__s41|sclsc30__lung_atlas__4__s42|sclsc30__lung_atlas__4__s43|sclsc30__lung_atlas__4__s44,common30
sclsc_refonly,30,lung_atlas,B1,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__B1__s40|sclsc30__lung_atlas__B1__s41|sclsc30__lung_atlas__B1__s42|sclsc30__lung_atlas__B1__s43|sclsc30__lung_atlas__B1__s44,common30
sclsc_refonly,30,pancreas,fluidigmc1,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__fluidigmc1__s40|sclsc30__pancreas__fluidigmc1__s41|sclsc30__pancreas__fluidigmc1__s42|sclsc30__pancreas__fluidigmc1__s43|sclsc30__pancreas__fluidigmc1__s44,common30
sclsc_refonly,30,pancreas,inDrop2,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop2__s40|sclsc30__pancreas__inDrop2__s41|sclsc30__pancreas__inDrop2__s42|sclsc30__pancreas__inDrop2__s43|sclsc30__pancreas__inDrop2__s44,common30
sclsc_refonly,30,pancreas,inDrop3,within_label_silhouette__study,query,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop3__s40|sclsc30__pancreas__inDrop3__s41|sclsc30__pancreas__inDrop3__s42|sclsc30__pancreas__inDrop3__s43|sclsc30__pancreas__inDrop3__s44,common30
sclsc_refonly,30,immune_cell_human,10X,within_label_silhouette__study,reference,0.0066713191136860001,0.010800162196571561,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=10; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__10X__s40|sclsc30__immune_cell_human__10X__s41|sclsc30__immune_cell_human__10X__s42|sclsc30__immune_cell_human__10X__s43|sclsc30__immune_cell_human__10X__s44,common30
sclsc_refonly,30,immune_cell_human,Oetjen_A,within_label_silhouette__study,reference,-0.016520346606016138,0.013215673718426761,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Oetjen_A__s40|sclsc30__immune_cell_human__Oetjen_A__s41|sclsc30__immune_cell_human__Oetjen_A__s42|sclsc30__immune_cell_human__Oetjen_A__s43|sclsc30__immune_cell_human__Oetjen_A__s44,common30
sclsc_refonly,30,immune_cell_human,Villani,within_label_silhouette__study,reference,0.0243069873661028,0.023191883371844097,computed,5,5,5,5,1,1,computed,computed,"computed: Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",sclsc30__immune_cell_human__Villani__s40|sclsc30__immune_cell_human__Villani__s41|sclsc30__immune_cell_human__Villani__s42|sclsc30__immune_cell_human__Villani__s43|sclsc30__immune_cell_human__Villani__s44,common30
sclsc_refonly,30,lung_atlas,3,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__3__s40|sclsc30__lung_atlas__3__s41|sclsc30__lung_atlas__3__s42|sclsc30__lung_atlas__3__s43|sclsc30__lung_atlas__3__s44,common30
sclsc_refonly,30,lung_atlas,4,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__4__s40|sclsc30__lung_atlas__4__s41|sclsc30__lung_atlas__4__s42|sclsc30__lung_atlas__4__s43|sclsc30__lung_atlas__4__s44,common30
sclsc_refonly,30,lung_atlas,B1,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__lung_atlas__B1__s40|sclsc30__lung_atlas__B1__s41|sclsc30__lung_atlas__B1__s42|sclsc30__lung_atlas__B1__s43|sclsc30__lung_atlas__B1__s44,common30
sclsc_refonly,30,pancreas,fluidigmc1,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__fluidigmc1__s40|sclsc30__pancreas__fluidigmc1__s41|sclsc30__pancreas__fluidigmc1__s42|sclsc30__pancreas__fluidigmc1__s43|sclsc30__pancreas__fluidigmc1__s44,common30
sclsc_refonly,30,pancreas,inDrop2,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop2__s40|sclsc30__pancreas__inDrop2__s41|sclsc30__pancreas__inDrop2__s42|sclsc30__pancreas__inDrop2__s43|sclsc30__pancreas__inDrop2__s44,common30
sclsc_refonly,30,pancreas,inDrop3,within_label_silhouette__study,reference,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: Historical study panel is defined only for immune_cell_human,sclsc30__pancreas__inDrop3__s40|sclsc30__pancreas__inDrop3__s41|sclsc30__pancreas__inDrop3__s42|sclsc30__pancreas__inDrop3__s43|sclsc30__pancreas__inDrop3__s44,common30
solar_orthogonal,30,immune_cell_human,10X,ARI_cluster/label,joint,0.3652837408076367,0.011908767001086187,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__10X__s40|solar30__immune_cell_human__10X__s41|solar30__immune_cell_human__10X__s42|solar30__immune_cell_human__10X__s43|solar30__immune_cell_human__10X__s44,common30
solar_orthogonal,30,immune_cell_human,Oetjen_A,ARI_cluster/label,joint,0.40470069790104646,0.016190080462613922,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Oetjen_A__s40|solar30__immune_cell_human__Oetjen_A__s41|solar30__immune_cell_human__Oetjen_A__s42|solar30__immune_cell_human__Oetjen_A__s43|solar30__immune_cell_human__Oetjen_A__s44,common30
solar_orthogonal,30,immune_cell_human,Villani,ARI_cluster/label,joint,0.43089962177799646,0.0078660624381143886,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Villani__s40|solar30__immune_cell_human__Villani__s41|solar30__immune_cell_human__Villani__s42|solar30__immune_cell_human__Villani__s43|solar30__immune_cell_human__Villani__s44,common30
solar_orthogonal,30,lung_atlas,3,ARI_cluster/label,joint,0.53754865864031365,0.014683997401508487,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__3__s40|solar30__lung_atlas__3__s41|solar30__lung_atlas__3__s42|solar30__lung_atlas__3__s43|solar30__lung_atlas__3__s44,common30
solar_orthogonal,30,lung_atlas,4,ARI_cluster/label,joint,0.54447510708336844,0.01339195729019314,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__4__s40|solar30__lung_atlas__4__s41|solar30__lung_atlas__4__s42|solar30__lung_atlas__4__s43|solar30__lung_atlas__4__s44,common30
solar_orthogonal,30,lung_atlas,B1,ARI_cluster/label,joint,0.53098333356111116,0.024151010114456667,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__B1__s40|solar30__lung_atlas__B1__s41|solar30__lung_atlas__B1__s42|solar30__lung_atlas__B1__s43|solar30__lung_atlas__B1__s44,common30
solar_orthogonal,30,pancreas,fluidigmc1,ARI_cluster/label,joint,0.3911598233824406,0.018532951500768707,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__fluidigmc1__s40|solar30__pancreas__fluidigmc1__s41|solar30__pancreas__fluidigmc1__s42|solar30__pancreas__fluidigmc1__s43|solar30__pancreas__fluidigmc1__s44,common30
solar_orthogonal,30,pancreas,inDrop2,ARI_cluster/label,joint,0.40798519159176816,0.019011235759247378,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop2__s40|solar30__pancreas__inDrop2__s41|solar30__pancreas__inDrop2__s42|solar30__pancreas__inDrop2__s43|solar30__pancreas__inDrop2__s44,common30
solar_orthogonal,30,pancreas,inDrop3,ARI_cluster/label,joint,0.35163584453555047,0.017147323445100296,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop3__s40|solar30__pancreas__inDrop3__s41|solar30__pancreas__inDrop3__s42|solar30__pancreas__inDrop3__s43|solar30__pancreas__inDrop3__s44,common30
solar_orthogonal,30,immune_cell_human,10X,ASW_label,joint,0.82995213270187373,0.0018664905754987541,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__10X__s40|solar30__immune_cell_human__10X__s41|solar30__immune_cell_human__10X__s42|solar30__immune_cell_human__10X__s43|solar30__immune_cell_human__10X__s44,common30
solar_orthogonal,30,immune_cell_human,Oetjen_A,ASW_label,joint,0.85554314255714414,0.0018099724397347408,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Oetjen_A__s40|solar30__immune_cell_human__Oetjen_A__s41|solar30__immune_cell_human__Oetjen_A__s42|solar30__immune_cell_human__Oetjen_A__s43|solar30__immune_cell_human__Oetjen_A__s44,common30
solar_orthogonal,30,immune_cell_human,Villani,ASW_label,joint,0.85706713795661926,0.0051092793466137971,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Villani__s40|solar30__immune_cell_human__Villani__s41|solar30__immune_cell_human__Villani__s42|solar30__immune_cell_human__Villani__s43|solar30__immune_cell_human__Villani__s44,common30
solar_orthogonal,30,lung_atlas,3,ASW_label,joint,0.86032315492630007,0.0055643082404768975,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__3__s40|solar30__lung_atlas__3__s41|solar30__lung_atlas__3__s42|solar30__lung_atlas__3__s43|solar30__lung_atlas__3__s44,common30
solar_orthogonal,30,lung_atlas,4,ASW_label,joint,0.8403762221336365,0.0069190218063878064,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__4__s40|solar30__lung_atlas__4__s41|solar30__lung_atlas__4__s42|solar30__lung_atlas__4__s43|solar30__lung_atlas__4__s44,common30
solar_orthogonal,30,lung_atlas,B1,ASW_label,joint,0.85699911713600163,0.0052532276215851645,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__B1__s40|solar30__lung_atlas__B1__s41|solar30__lung_atlas__B1__s42|solar30__lung_atlas__B1__s43|solar30__lung_atlas__B1__s44,common30
solar_orthogonal,30,pancreas,fluidigmc1,ASW_label,joint,0.92693614959716797,0.0059755436965580316,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__fluidigmc1__s40|solar30__pancreas__fluidigmc1__s41|solar30__pancreas__fluidigmc1__s42|solar30__pancreas__fluidigmc1__s43|solar30__pancreas__fluidigmc1__s44,common30
solar_orthogonal,30,pancreas,inDrop2,ASW_label,joint,0.91908918023109432,0.0071920902821924473,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop2__s40|solar30__pancreas__inDrop2__s41|solar30__pancreas__inDrop2__s42|solar30__pancreas__inDrop2__s43|solar30__pancreas__inDrop2__s44,common30
solar_orthogonal,30,pancreas,inDrop3,ASW_label,joint,0.91026099324226384,0.009204578526519628,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop3__s40|solar30__pancreas__inDrop3__s41|solar30__pancreas__inDrop3__s42|solar30__pancreas__inDrop3__s43|solar30__pancreas__inDrop3__s44,common30
solar_orthogonal,30,immune_cell_human,10X,ASW_label/batch,joint,0.84593524196960335,0.0020295567979022838,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__10X__s40|solar30__immune_cell_human__10X__s41|solar30__immune_cell_human__10X__s42|solar30__immune_cell_human__10X__s43|solar30__immune_cell_human__10X__s44,common30
solar_orthogonal,30,immune_cell_human,Oetjen_A,ASW_label/batch,joint,0.84400588265172694,0.003448539504597347,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Oetjen_A__s40|solar30__immune_cell_human__Oetjen_A__s41|solar30__immune_cell_human__Oetjen_A__s42|solar30__immune_cell_human__Oetjen_A__s43|solar30__immune_cell_human__Oetjen_A__s44,common30
solar_orthogonal,30,immune_cell_human,Villani,ASW_label/batch,joint,0.83467562705653431,0.0027870381287065124,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Villani__s40|solar30__immune_cell_human__Villani__s41|solar30__immune_cell_human__Villani__s42|solar30__immune_cell_human__Villani__s43|solar30__immune_cell_human__Villani__s44,common30
solar_orthogonal,30,lung_atlas,3,ASW_label/batch,joint,0.80792478328349782,0.0029218250945452868,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__3__s40|solar30__lung_atlas__3__s41|solar30__lung_atlas__3__s42|solar30__lung_atlas__3__s43|solar30__lung_atlas__3__s44,common30
solar_orthogonal,30,lung_atlas,4,ASW_label/batch,joint,0.81054788473263084,0.0056325621370482805,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__4__s40|solar30__lung_atlas__4__s41|solar30__lung_atlas__4__s42|solar30__lung_atlas__4__s43|solar30__lung_atlas__4__s44,common30
solar_orthogonal,30,lung_atlas,B1,ASW_label/batch,joint,0.81311485868095024,0.0060520035579992694,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__B1__s40|solar30__lung_atlas__B1__s41|solar30__lung_atlas__B1__s42|solar30__lung_atlas__B1__s43|solar30__lung_atlas__B1__s44,common30
solar_orthogonal,30,pancreas,fluidigmc1,ASW_label/batch,joint,0.86289133022929043,0.0040594976357337968,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__fluidigmc1__s40|solar30__pancreas__fluidigmc1__s41|solar30__pancreas__fluidigmc1__s42|solar30__pancreas__fluidigmc1__s43|solar30__pancreas__fluidigmc1__s44,common30
solar_orthogonal,30,pancreas,inDrop2,ASW_label/batch,joint,0.85251965187792889,0.0030997784644854502,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop2__s40|solar30__pancreas__inDrop2__s41|solar30__pancreas__inDrop2__s42|solar30__pancreas__inDrop2__s43|solar30__pancreas__inDrop2__s44,common30
solar_orthogonal,30,pancreas,inDrop3,ASW_label/batch,joint,0.85095670517980937,0.0050906559857003091,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__pancreas__inDrop3__s40|solar30__pancreas__inDrop3__s41|solar30__pancreas__inDrop3__s42|solar30__pancreas__inDrop3__s43|solar30__pancreas__inDrop3__s44,common30
solar_orthogonal,30,immune_cell_human,10X,NMI_cluster/label,joint,0.74218448153560401,0.004304866589574274,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__10X__s40|solar30__immune_cell_human__10X__s41|solar30__immune_cell_human__10X__s42|solar30__immune_cell_human__10X__s43|solar30__immune_cell_human__10X__s44,common30
solar_orthogonal,30,immune_cell_human,Oetjen_A,NMI_cluster/label,joint,0.767365775171586,0.0067076804626063219,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Oetjen_A__s40|solar30__immune_cell_human__Oetjen_A__s41|solar30__immune_cell_human__Oetjen_A__s42|solar30__immune_cell_human__Oetjen_A__s43|solar30__immune_cell_human__Oetjen_A__s44,common30
solar_orthogonal,30,immune_cell_human,Villani,NMI_cluster/label,joint,0.78051397932846267,0.0044946125900437329,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__immune_cell_human__Villani__s40|solar30__immune_cell_human__Villani__s41|solar30__immune_cell_human__Villani__s42|solar30__immune_cell_human__Villani__s43|solar30__immune_cell_human__Villani__s44,common30
solar_orthogonal,30,lung_atlas,3,NMI_cluster/label,joint,0.81459367472762545,0.0066778172583765042,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__3__s40|solar30__lung_atlas__3__s41|solar30__lung_atlas__3__s42|solar30__lung_atlas__3__s43|solar30__lung_atlas__3__s44,common30
solar_orthogonal,30,lung_atlas,4,NMI_cluster/label,joint,0.81102341935041622,0.0064556058367892521,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__4__s40|solar30__lung_atlas__4__s41|solar30__lung_atlas__4__s42|solar30__lung_atlas__4__s43|solar30__lung_atlas__4__s44,common30
solar_orthogonal,30,lung_atlas,B1,NMI_cluster/label,joint,0.81201051116541056,0.0086676211001991115,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,solar30__lung_atlas__B1__s40|solar30__lung_atlas__B1__s41|solar30__lung_atlas__B1__s42|solar30__lung_atlas__B1__s43|solar30__lung_atlas__B1__s44,common30
