dataset_id,heldout_batch,metric,population,repeated_mean,repeated_sd,repeated_sd_status,repeated_n_seeds_expected,repeated_n_seeds_present,repeated_n_seeds_finite,repeated_n_seeds_comparable,repeated_numeric_seed_coverage,repeated_seed_coverage,repeated_source_statuses,repeated_status,repeated_reason,repeated_run_ids,unique_mean,unique_sd,unique_sd_status,unique_n_seeds_expected,unique_n_seeds_present,unique_n_seeds_finite,unique_n_seeds_comparable,unique_numeric_seed_coverage,unique_seed_coverage,unique_source_statuses,unique_status,unique_reason,unique_run_ids,none_mean,none_sd,none_sd_status,none_n_seeds_expected,none_n_seeds_present,none_n_seeds_finite,none_n_seeds_comparable,none_numeric_seed_coverage,none_seed_coverage,none_source_statuses,none_status,none_reason,none_run_ids,repeated_minus_none_difference,repeated_minus_none_valid_batch,repeated_minus_none_status,repeated_minus_none_reason,repeated_minus_unique_difference,repeated_minus_unique_valid_batch,repeated_minus_unique_status,repeated_minus_unique_reason,dimension
lung_atlas,B1,cell_cycle_conservation,joint,0.71668423451509933,0.013150322258940092,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__lung_atlas__B1__s40|historical__solar_orthogonal__d128__lung_atlas__B1__s41|historical__solar_orthogonal__d128__lung_atlas__B1__s42|historical__solar_orthogonal__d128__lung_atlas__B1__s43|historical__solar_orthogonal__d128__lung_atlas__B1__s44,0.74055517367596568,0.0089986062774182959,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s44,0.72778224519693402,0.0073801985636571662,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__lung_atlas__B1__s40|historical__solar_none__d128__lung_atlas__B1__s41|historical__solar_none__d128__lung_atlas__B1__s42|historical__solar_none__d128__lung_atlas__B1__s43|historical__solar_none__d128__lung_atlas__B1__s44,-0.011098010681834691,True,computed,,-0.023870939160866356,True,computed,,128
pancreas,fluidigmc1,cell_cycle_conservation,joint,0.33081008318288702,0.0032182006948478577,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__fluidigmc1__s40|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s41|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s42|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s43|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s44,0.33280986649804728,0.0068803679827067503,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s40|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s41|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s42|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s43|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s44,0.32837464966039021,0.0081953442486334509,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__fluidigmc1__s40|historical__solar_none__d128__pancreas__fluidigmc1__s41|historical__solar_none__d128__pancreas__fluidigmc1__s42|historical__solar_none__d128__pancreas__fluidigmc1__s43|historical__solar_none__d128__pancreas__fluidigmc1__s44,0.0024354335224968104,True,computed,,-0.001999783315160264,True,computed,,128
pancreas,inDrop2,cell_cycle_conservation,joint,0.31826190511003011,0.0021877445132038901,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__inDrop2__s40|historical__solar_orthogonal__d128__pancreas__inDrop2__s41|historical__solar_orthogonal__d128__pancreas__inDrop2__s42|historical__solar_orthogonal__d128__pancreas__inDrop2__s43|historical__solar_orthogonal__d128__pancreas__inDrop2__s44,0.33126658985854707,0.0066549738061039698,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s40|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s41|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s42|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s43|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s44,0.3370042744488414,0.0084606856242141083,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__inDrop2__s40|historical__solar_none__d128__pancreas__inDrop2__s41|historical__solar_none__d128__pancreas__inDrop2__s42|historical__solar_none__d128__pancreas__inDrop2__s43|historical__solar_none__d128__pancreas__inDrop2__s44,-0.018742369338811293,True,computed,,-0.013004684748516959,True,computed,,128
pancreas,inDrop3,cell_cycle_conservation,joint,0.30284932230108097,0.0074874720242374742,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__inDrop3__s40|historical__solar_orthogonal__d128__pancreas__inDrop3__s41|historical__solar_orthogonal__d128__pancreas__inDrop3__s42|historical__solar_orthogonal__d128__pancreas__inDrop3__s43|historical__solar_orthogonal__d128__pancreas__inDrop3__s44,0.31901650685445215,0.0073701627650371998,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s40|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s41|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s42|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s43|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s44,0.32191148782285689,0.0070429366055944857,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__inDrop3__s40|historical__solar_none__d128__pancreas__inDrop3__s41|historical__solar_none__d128__pancreas__inDrop3__s42|historical__solar_none__d128__pancreas__inDrop3__s43|historical__solar_none__d128__pancreas__inDrop3__s44,-0.01906216552177592,True,computed,,-0.016167184553371183,True,computed,,128
immune_cell_human,10X,graph_conn,joint,0.99051433336809469,0.00067354893537819249,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__immune_cell_human__10X__s40|historical__solar_orthogonal__d128__immune_cell_human__10X__s41|historical__solar_orthogonal__d128__immune_cell_human__10X__s42|historical__solar_orthogonal__d128__immune_cell_human__10X__s43|historical__solar_orthogonal__d128__immune_cell_human__10X__s44,0.99128200546323986,0.00054623235295894941,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s44,0.99080253338362323,0.00055644501794135969,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__immune_cell_human__10X__s40|historical__solar_none__d128__immune_cell_human__10X__s41|historical__solar_none__d128__immune_cell_human__10X__s42|historical__solar_none__d128__immune_cell_human__10X__s43|historical__solar_none__d128__immune_cell_human__10X__s44,-0.00028820001552853913,True,computed,,-0.00076767209514516654,True,computed,,128
immune_cell_human,Oetjen_A,graph_conn,joint,0.98970884970266049,0.00039702820960767492,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s40|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s41|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s42|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s43|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s44,0.99089907487019091,0.00061590444457383631,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,0.99226080794130167,0.001289062912467769,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__immune_cell_human__Oetjen_A__s40|historical__solar_none__d128__immune_cell_human__Oetjen_A__s41|historical__solar_none__d128__immune_cell_human__Oetjen_A__s42|historical__solar_none__d128__immune_cell_human__Oetjen_A__s43|historical__solar_none__d128__immune_cell_human__Oetjen_A__s44,-0.0025519582386411832,True,computed,,-0.0011902251675304232,True,computed,,128
immune_cell_human,Villani,graph_conn,joint,0.97995881794981066,0.015104624288667047,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__immune_cell_human__Villani__s40|historical__solar_orthogonal__d128__immune_cell_human__Villani__s41|historical__solar_orthogonal__d128__immune_cell_human__Villani__s42|historical__solar_orthogonal__d128__immune_cell_human__Villani__s43|historical__solar_orthogonal__d128__immune_cell_human__Villani__s44,0.98136506269470236,0.0056617609986787439,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s44,0.97353793280090117,0.015568023060974604,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__immune_cell_human__Villani__s40|historical__solar_none__d128__immune_cell_human__Villani__s41|historical__solar_none__d128__immune_cell_human__Villani__s42|historical__solar_none__d128__immune_cell_human__Villani__s43|historical__solar_none__d128__immune_cell_human__Villani__s44,0.0064208851489094831,True,computed,,-0.0014062447448917048,True,computed,,128
lung_atlas,3,graph_conn,joint,0.80292623254624973,0.075873373431069022,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__lung_atlas__3__s40|historical__solar_orthogonal__d128__lung_atlas__3__s41|historical__solar_orthogonal__d128__lung_atlas__3__s42|historical__solar_orthogonal__d128__lung_atlas__3__s43|historical__solar_orthogonal__d128__lung_atlas__3__s44,0.75679164396406517,0.082669680241733545,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__lung_atlas__3__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s44,0.7443071222023917,0.086337917900605077,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__lung_atlas__3__s40|historical__solar_none__d128__lung_atlas__3__s41|historical__solar_none__d128__lung_atlas__3__s42|historical__solar_none__d128__lung_atlas__3__s43|historical__solar_none__d128__lung_atlas__3__s44,0.058619110343858027,True,computed,,0.046134588582184555,True,computed,,128
lung_atlas,4,graph_conn,joint,0.79065268201658867,0.066006224813693296,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__lung_atlas__4__s40|historical__solar_orthogonal__d128__lung_atlas__4__s41|historical__solar_orthogonal__d128__lung_atlas__4__s42|historical__solar_orthogonal__d128__lung_atlas__4__s43|historical__solar_orthogonal__d128__lung_atlas__4__s44,0.77971251965785826,0.066871159961966561,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__lung_atlas__4__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s44,0.78937829833071782,0.067561346297267594,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__lung_atlas__4__s40|historical__solar_none__d128__lung_atlas__4__s41|historical__solar_none__d128__lung_atlas__4__s42|historical__solar_none__d128__lung_atlas__4__s43|historical__solar_none__d128__lung_atlas__4__s44,0.0012743836858708502,True,computed,,0.01094016235873041,True,computed,,128
lung_atlas,B1,graph_conn,joint,0.73433590756720435,0.066681762804652683,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__lung_atlas__B1__s40|historical__solar_orthogonal__d128__lung_atlas__B1__s41|historical__solar_orthogonal__d128__lung_atlas__B1__s42|historical__solar_orthogonal__d128__lung_atlas__B1__s43|historical__solar_orthogonal__d128__lung_atlas__B1__s44,0.74594598808030843,0.048953319112793825,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__B1__s44,0.75614086871133546,0.071514507035952093,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__lung_atlas__B1__s40|historical__solar_none__d128__lung_atlas__B1__s41|historical__solar_none__d128__lung_atlas__B1__s42|historical__solar_none__d128__lung_atlas__B1__s43|historical__solar_none__d128__lung_atlas__B1__s44,-0.021804961144131108,True,computed,,-0.011610080513104082,True,computed,,128
pancreas,fluidigmc1,graph_conn,joint,0.88557392765770526,0.041209122130965885,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__fluidigmc1__s40|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s41|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s42|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s43|historical__solar_orthogonal__d128__pancreas__fluidigmc1__s44,0.95262658330689565,0.037048236404767655,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s40|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s41|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s42|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s43|historical__solar_orthogonal_uniq__d128__pancreas__fluidigmc1__s44,0.86904720369712218,0.046791258055780154,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__fluidigmc1__s40|historical__solar_none__d128__pancreas__fluidigmc1__s41|historical__solar_none__d128__pancreas__fluidigmc1__s42|historical__solar_none__d128__pancreas__fluidigmc1__s43|historical__solar_none__d128__pancreas__fluidigmc1__s44,0.016526723960583078,True,computed,,-0.067052655649190385,True,computed,,128
pancreas,inDrop2,graph_conn,joint,0.87739553436888984,0.044136827397238523,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__inDrop2__s40|historical__solar_orthogonal__d128__pancreas__inDrop2__s41|historical__solar_orthogonal__d128__pancreas__inDrop2__s42|historical__solar_orthogonal__d128__pancreas__inDrop2__s43|historical__solar_orthogonal__d128__pancreas__inDrop2__s44,0.93413591997402412,0.05445249704231897,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s40|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s41|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s42|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s43|historical__solar_orthogonal_uniq__d128__pancreas__inDrop2__s44,0.902185729269395,0.059177445195258839,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__inDrop2__s40|historical__solar_none__d128__pancreas__inDrop2__s41|historical__solar_none__d128__pancreas__inDrop2__s42|historical__solar_none__d128__pancreas__inDrop2__s43|historical__solar_none__d128__pancreas__inDrop2__s44,-0.024790194900505158,True,computed,,-0.05674038560513428,True,computed,,128
pancreas,inDrop3,graph_conn,joint,0.89388193867452781,0.042296593284214409,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal__d128__pancreas__inDrop3__s40|historical__solar_orthogonal__d128__pancreas__inDrop3__s41|historical__solar_orthogonal__d128__pancreas__inDrop3__s42|historical__solar_orthogonal__d128__pancreas__inDrop3__s43|historical__solar_orthogonal__d128__pancreas__inDrop3__s44,0.9634067724919243,0.037211650033877552,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s40|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s41|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s42|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s43|historical__solar_orthogonal_uniq__d128__pancreas__inDrop3__s44,0.93497690520141297,0.032129260760065906,computed,5,5,5,5,1,1,computed,computed,computed: Computed by the locked scIB paper backend.,historical__solar_none__d128__pancreas__inDrop3__s40|historical__solar_none__d128__pancreas__inDrop3__s41|historical__solar_none__d128__pancreas__inDrop3__s42|historical__solar_none__d128__pancreas__inDrop3__s43|historical__solar_none__d128__pancreas__inDrop3__s44,-0.041094966526885157,True,computed,,-0.069524833817396492,True,computed,,128
immune_cell_human,10X,hvg_overlap,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal__d128__immune_cell_human__10X__s40|historical__solar_orthogonal__d128__immune_cell_human__10X__s41|historical__solar_orthogonal__d128__immune_cell_human__10X__s42|historical__solar_orthogonal__d128__immune_cell_human__10X__s43|historical__solar_orthogonal__d128__immune_cell_human__10X__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__10X__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_none__d128__immune_cell_human__10X__s40|historical__solar_none__d128__immune_cell_human__10X__s41|historical__solar_none__d128__immune_cell_human__10X__s42|historical__solar_none__d128__immune_cell_human__10X__s43|historical__solar_none__d128__immune_cell_human__10X__s44,NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),128
immune_cell_human,Oetjen_A,hvg_overlap,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s40|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s41|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s42|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s43|historical__solar_orthogonal__d128__immune_cell_human__Oetjen_A__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_none__d128__immune_cell_human__Oetjen_A__s40|historical__solar_none__d128__immune_cell_human__Oetjen_A__s41|historical__solar_none__d128__immune_cell_human__Oetjen_A__s42|historical__solar_none__d128__immune_cell_human__Oetjen_A__s43|historical__solar_none__d128__immune_cell_human__Oetjen_A__s44,NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),128
immune_cell_human,Villani,hvg_overlap,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal__d128__immune_cell_human__Villani__s40|historical__solar_orthogonal__d128__immune_cell_human__Villani__s41|historical__solar_orthogonal__d128__immune_cell_human__Villani__s42|historical__solar_orthogonal__d128__immune_cell_human__Villani__s43|historical__solar_orthogonal__d128__immune_cell_human__Villani__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s40|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s41|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s42|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s43|historical__solar_orthogonal_uniq__d128__immune_cell_human__Villani__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_none__d128__immune_cell_human__Villani__s40|historical__solar_none__d128__immune_cell_human__Villani__s41|historical__solar_none__d128__immune_cell_human__Villani__s42|historical__solar_none__d128__immune_cell_human__Villani__s43|historical__solar_none__d128__immune_cell_human__Villani__s44,NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),128
lung_atlas,3,hvg_overlap,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal__d128__lung_atlas__3__s40|historical__solar_orthogonal__d128__lung_atlas__3__s41|historical__solar_orthogonal__d128__lung_atlas__3__s42|historical__solar_orthogonal__d128__lung_atlas__3__s43|historical__solar_orthogonal__d128__lung_atlas__3__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal_uniq__d128__lung_atlas__3__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__3__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_none__d128__lung_atlas__3__s40|historical__solar_none__d128__lung_atlas__3__s41|historical__solar_none__d128__lung_atlas__3__s42|historical__solar_none__d128__lung_atlas__3__s43|historical__solar_none__d128__lung_atlas__3__s44,NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),128
lung_atlas,4,hvg_overlap,joint,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal__d128__lung_atlas__4__s40|historical__solar_orthogonal__d128__lung_atlas__4__s41|historical__solar_orthogonal__d128__lung_atlas__4__s42|historical__solar_orthogonal__d128__lung_atlas__4__s43|historical__solar_orthogonal__d128__lung_atlas__4__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_orthogonal_uniq__d128__lung_atlas__4__s40|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s41|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s42|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s43|historical__solar_orthogonal_uniq__d128__lung_atlas__4__s44,NA,NA,unavailable,5,5,0,0,0,0,not_applicable,all_na,not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.,historical__solar_none__d128__lung_atlas__4__s40|historical__solar_none__d128__lung_atlas__4__s41|historical__solar_none__d128__lung_atlas__4__s42|historical__solar_none__d128__lung_atlas__4__s43|historical__solar_none__d128__lung_atlas__4__s44,NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),NA,False,unpaired_na,lhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.); rhs: all_na (not_applicable: The official scIB pipeline disables HVG overlap for embedding outputs.),128
