run,job_index,job_id,dataset_id,method,track,seed,preprocessing_profile,output_type,scib_commit,metric__ARI_cluster/label,status__ARI_cluster/label,metric__ASW_label,status__ASW_label,metric__ASW_label/batch,status__ASW_label/batch,metric__NMI_cluster/label,status__NMI_cluster/label,metric__PCR_batch,status__PCR_batch,metric__cLISI,status__cLISI,metric__cell_cycle_conservation,status__cell_cycle_conservation,metric__graph_conn,status__graph_conn,metric__hvg_overlap,status__hvg_overlap,metric__iLISI,status__iLISI,metric__isolated_label_F1,status__isolated_label_F1,metric__isolated_label_silhouette,status__isolated_label_silhouette,metric__kBET,status__kBET,metric__trajectory,status__trajectory,split_seed,model_seed,anchor_seed,split_id,heldout_batch,dimension,expected_dimension,actual_dimension
primary_128d,65,core__simulation_2__hvg2000_pca40__solar_orthogonal__random_seed_40__s40__a0__l1p00,simulation_2,solar_orthogonal,core,40,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.2710522956162502,computed,0.9791454970836639,computed,0.9313318814767853,computed,0.6178681745921684,computed,0.4392176408431915,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,0.10966678762352333,computed,0.4749365482233502,computed,0.5326087363064289,computed,0.007260722702550182,computed,,not_applicable,40.0,40.0,0.0,random_seed_40,,128,128,128.0
primary_128d,66,core__simulation_2__hvg2000_pca40__solar_orthogonal__random_seed_41__s41__a0__l1p00,simulation_2,solar_orthogonal,core,41,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.26356163172057423,computed,0.9783205389976501,computed,0.9284186669690372,computed,0.6130381149863796,computed,0.43856327462209094,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,0.11215308799677892,computed,0.45855379188712525,computed,0.5326087363064289,computed,0.0049654725979542125,computed,,not_applicable,41.0,41.0,0.0,random_seed_41,,128,128,128.0
primary_128d,67,core__simulation_2__hvg2000_pca40__solar_orthogonal__random_seed_42__s42__a0__l1p00,simulation_2,solar_orthogonal,core,42,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.26844736622083,computed,0.9799640476703644,computed,0.9406374045811968,computed,0.6151850059264545,computed,0.4387648090434358,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,0.08729867968121074,computed,0.4688644688644688,computed,0.5326087363064289,computed,0.0025376067123870083,computed,,not_applicable,42.0,42.0,0.0,random_seed_42,,128,128,128.0
primary_128d,68,core__simulation_2__hvg2000_pca40__solar_orthogonal__random_seed_43__s43__a0__l1p00,simulation_2,solar_orthogonal,core,43,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.2585098962058251,computed,0.9782713651657104,computed,0.9309436229234125,computed,0.6083739329495281,computed,0.44091489533949935,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,0.08266722510823765,computed,0.45284840682330224,computed,0.5326087363064289,computed,0.005739874135762824,computed,,not_applicable,43.0,43.0,0.0,random_seed_43,,128,128,128.0
primary_128d,69,core__simulation_2__hvg2000_pca40__solar_orthogonal__random_seed_44__s44__a0__l1p00,simulation_2,solar_orthogonal,core,44,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.25859278040464906,computed,0.9790869057178497,computed,0.937174977996083,computed,0.6083722997527318,computed,0.4396528526926945,computed,1.0,computed,,not_applicable,1.0,computed,,not_applicable,0.1097383016074045,computed,0.47348364560177836,computed,0.5326087363064289,computed,0.005139027877470337,computed,,not_applicable,44.0,44.0,0.0,random_seed_44,,128,128,128.0
dim30,0,core__immune_cell_human__hvg2000_pca40__solar_orthogonal__random_seed_40__s40__a0__l1p00,immune_cell_human,solar_orthogonal,core,40,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.37010531666799246,computed,0.8512081801891327,computed,0.858500875700192,computed,0.7549149100748362,computed,0.7305760794585366,computed,0.9999999999999998,computed,0.5541765274419875,computed,0.9892699193177759,computed,,not_applicable,1.6454012146774826,computed,0.9452307113895847,computed,0.49309893837198615,computed,0.026808920190107277,computed,0.5558394831148675,computed,40.0,40.0,0.0,random_seed_40,,30,30,30.0
dim30,1,core__immune_cell_human__hvg2000_pca40__solar_orthogonal__random_seed_41__s41__a0__l1p00,immune_cell_human,solar_orthogonal,core,41,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.4024332721665498,computed,0.8557853996753693,computed,0.8558149431012193,computed,0.7671329803768332,computed,0.7258612530990459,computed,0.9999999999999998,computed,0.5610924613869429,computed,0.9899562637822922,computed,,not_applicable,1.6876846451043788,computed,0.900529233146754,computed,0.493098936509341,computed,0.032361496348308094,computed,0.8522256103051438,computed,41.0,41.0,0.0,random_seed_41,,30,30,30.0
dim30,2,core__immune_cell_human__hvg2000_pca40__solar_orthogonal__random_seed_42__s42__a0__l1p00,immune_cell_human,solar_orthogonal,core,42,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.3901879586515486,computed,0.8564935624599457,computed,0.84980267813956,computed,0.7635468207730973,computed,0.7363341840443923,computed,0.9999999999999998,computed,0.5511078088083516,computed,0.9915977338663003,computed,,not_applicable,1.7518836964533673,computed,0.9080631940231801,computed,0.4930989402346313,computed,0.030642381957047604,computed,0.8518170264972775,computed,42.0,42.0,0.0,random_seed_42,,30,30,30.0
dim30,3,core__immune_cell_human__hvg2000_pca40__solar_orthogonal__random_seed_43__s43__a0__l1p00,immune_cell_human,solar_orthogonal,core,43,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.40786696264336836,computed,0.8547830283641815,computed,0.8506569843805339,computed,0.7748303678400347,computed,0.7278928731336705,computed,0.9999999999999998,computed,0.560566464355059,computed,0.9932438412688516,computed,,not_applicable,1.7327458751445084,computed,0.9217237278677445,computed,0.4930989374406636,computed,0.027639147404788567,computed,0.39987375681433235,computed,43.0,43.0,0.0,random_seed_43,,30,30,30.0
dim30,4,core__immune_cell_human__hvg2000_pca40__solar_orthogonal__random_seed_44__s44__a0__l1p00,immune_cell_human,solar_orthogonal,core,44,hvg2000_pca40,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,0.4026476256001051,computed,0.8524837791919708,computed,0.8461213562249309,computed,0.77026580959466,computed,0.7256356550716639,computed,0.9999999999999998,computed,0.5678057846016277,computed,0.9838596885158251,computed,,not_applicable,1.7504932859774414,computed,0.9419834479940897,computed,0.4930989355780184,computed,0.02858270749836045,computed,0.5535556821363609,computed,44.0,44.0,0.0,random_seed_44,,30,30,30.0
